year;title;author_lastname;author_firstname;gender;pub_year;pub_year_clean;fantasy;epoch;BW;BY;BE;BB;HB;HH;HE;MV;NI;NW;RP;SL;SN;ST;SH;TH
2021;In der Strafkolonie;Kafka;Franz;m;1919;1919;0;Expressionismus;;;;;;;;;;;;;1;;;
2022;In der Strafkolonie;Kafka;Franz;m;1919;1919;0;Expressionismus;1;;;;;;;;;;;;1;;;
2023;In der Strafkolonie;Kafka;Franz;m;1919;1919;0;Expressionismus;;;;;;;;;;;;;1;;;
2024;In der Strafkolonie;Kafka;Franz;m;1919;1919;0;Expressionismus;;;;;;;;;;;;;1;;;
2025;In der Strafkolonie;Kafka;Franz;m;1919;1919;0;Expressionismus;;;;;;;;;;;;;1;;;
2026;In der Strafkolonie;Kafka;Franz;m;1919;1919;0;Expressionismus;;;;;;;;;;;;;1;;;
2011;In seiner frühen Kindheit ein Garten;Hein;Christoph;m;2005;2005;0;Gegenwartsliteratur;;;;;;;1;;;;;;;;;
2012;In seiner frühen Kindheit ein Garten;Hein;Christoph;m;2005;2005;0;Gegenwartsliteratur;;;;;;;1;;;;;;;;;
2013;In seiner frühen Kindheit ein Garten;Hein;Christoph;m;2005;2005;0;Gegenwartsliteratur;;;;;;;1;;;;;;;;;
2017;In seiner frühen Kindheit ein Garten;Hein;Christoph;m;2005;2005;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2018;In seiner frühen Kindheit ein Garten;Hein;Christoph;m;2005;2005;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2019;In seiner frühen Kindheit ein Garten;Hein;Christoph;m;2005;2005;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2020;In seiner frühen Kindheit ein Garten;Hein;Christoph;m;2005;2005;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2021;In seiner frühen Kindheit ein Garten;Hein;Christoph;m;2005;2005;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2022;In seiner frühen Kindheit ein Garten;Hein;Christoph;m;2005;2005;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2023;In seiner frühen Kindheit ein Garten;Hein;Christoph;m;2005;2005;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2024;In seiner frühen Kindheit ein Garten;Hein;Christoph;m;2005;2005;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2025;In seiner frühen Kindheit ein Garten;Hein;Christoph;m;2005;2005;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2026;In seiner frühen Kindheit ein Garten;Hein;Christoph;m;2005;2005;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2016;In Stahlgewitter;Jünger;Ernst;m;1920;1920;0;Moderne;;;;;;;;;1;;;;;;;
2017;Ingrid Babendererde. Reifeprüfung 1953;Johnson;Uwe;m;1985;1985;0;Literatur der DDR;;;;;;;;;1;;;;;;;
2006;Iphigenie auf Tauris;Goethe;Johann Wolfgang;m;1779;1779;0;Weimarer Klassik;;;;1;;;;;;;;;;;;
2007;Iphigenie auf Tauris;Goethe;Johann Wolfgang;m;1779;1779;0;Weimarer Klassik;;;;;;1;;;;;;;;;;
2011;Iphigenie auf Tauris;Goethe;Johann Wolfgang;m;1779;1779;0;Weimarer Klassik;;;;;1;;;;;;;;;;;
2012;Iphigenie auf Tauris;Goethe;Johann Wolfgang;m;1779;1779;0;Weimarer Klassik;;;;;1;;;;;;;;;;;
2013;Iphigenie auf Tauris;Goethe;Johann Wolfgang;m;1779;1779;0;Weimarer Klassik;;;;;1;;;;;1;;;;;;
2014;Iphigenie auf Tauris;Goethe;Johann Wolfgang;m;1779;1779;0;Weimarer Klassik;;;;;;;;;;1;;;;;;
2015;Iphigenie auf Tauris;Goethe;Johann Wolfgang;m;1779;1779;0;Weimarer Klassik;;;;;;;;;;1;;;;;;
2021;Iphigenie auf Tauris;Goethe;Johann Wolfgang;m;1779;1779;0;Weimarer Klassik;;;;;;;;;1;;;;;;;
2022;Iphigenie auf Tauris;Goethe;Johann Wolfgang;m;1779;1779;0;Weimarer Klassik;;;1;1;;;;;;;;;;;;
2009;Irrungen, Wirrungen;Fontane;Theodor;m;1888;1888;0;Realismus;;;;;;;1;;;;;;;;;
2010;Irrungen, Wirrungen;Fontane;Theodor;m;1888;1888;0;Realismus;;;;;;;1;;;;;;;;;
2011;Irrungen, Wirrungen;Fontane;Theodor;m;1888;1888;0;Realismus;;;;;;;1;;;;;;;;;
2012;Irrungen, Wirrungen;Fontane;Theodor;m;1888;1888;0;Realismus;;;;;;;1;;;;;;;;;
2013;Irrungen, Wirrungen;Fontane;Theodor;m;1888;1888;0;Realismus;;;;;;;1;;;;;;;;;
2018;Irrungen, Wirrungen;Fontane;Theodor;m;1888;1888;0;Realismus;;;;;;;;;1;;;;;;;
2021;Italienische Reise;Goethe;Johann Wolfgang;m;1816/17;1816;0;Weimarer Klassik, Sturm und Drang;;;;;;;;;1;;;;;;;
2009;Jakob der Lügner;Becker;Jurek;m;1969;1969;0;Literatur der DDR;;;;;;;;;;;;;1;;;
2010;Jakob der Lügner;Becker;Jurek;m;1969;1969;0;Literatur der DDR;;;;;;;;;;;;;1;;;
2011;Jakob der Lügner;Becker;Jurek;m;1969;1969;0;Literatur der DDR;;;;;;;;;;;;;1;;;
2012;Jakob der Lügner;Becker;Jurek;m;1969;1969;0;Literatur der DDR;;;;;;;;;;;;;1;;;
2013;Jakob der Lügner;Becker;Jurek;m;1969;1969;0;Literatur der DDR;;;;;;;;;;;;;1;;;
2014;Jakob der Lügner;Becker;Jurek;m;1969;1969;0;Literatur der DDR;;;;;;;;;;;;;1;;;
2015;Jakob der Lügner;Becker;Jurek;m;1969;1969;0;Literatur der DDR;;;;;;;;;;;;;1;;;
2016;Jakob der Lügner;Becker;Jurek;m;1969;1969;0;Literatur der DDR;;;;;;;;;;;;;1;;;
2018;Jakob der Lügner;Becker;Jurek;m;1969;1969;0;Literatur der DDR;;;;;1;;;;;;;;;;;
2019;Jakob der Lügner;Becker;Jurek;m;1969;1969;0;Literatur der DDR;;;;;1;;;;;;;;;;;
2020;Jakob der Lügner;Becker;Jurek;m;1969;1969;0;Literatur der DDR;;;;;1;;;;;;;;;;;
2015;König Ödipus;Sophokles;nan;m;429-425 BC;0;0;Klassik;;;;;;1;;;;;;;;;;
2016;König Ödipus;Sophokles;nan;m;429-425 BC;0;0;Klassik;;;;;;1;;;;;;;;;;
2007;Kabale und Liebe;Schiller;Friedrich;m;1784;1784;0;Sturm und Drang;;;;;;1;;;;;;;;;;
2008;Kabale und Liebe;Schiller;Friedrich;m;1784;1784;0;Sturm und Drang;;;;;1;;;;;;;;;;;
2013;Kabale und Liebe;Schiller;Friedrich;m;1784;1784;0;Sturm und Drang;;;;;;;;;1;;;;;;;
2014;Kabale und Liebe;Schiller;Friedrich;m;1784;1784;0;Sturm und Drang;;;;;;;;;;1;;;;;;
2015;Kabale und Liebe;Schiller;Friedrich;m;1784;1784;0;Sturm und Drang;;;;;;;;;;1;;;;;;
2016;Kabale und Liebe;Schiller;Friedrich;m;1784;1784;0;Sturm und Drang;;;;;;;;;;1;;;;;;
2023;Kabale und Liebe;Schiller;Friedrich;m;1784;1784;0;Sturm und Drang;;;;;;;1;;;;;;;;;
2024;Kabale und Liebe;Schiller;Friedrich;m;1784;1784;0;Sturm und Drang;;;;;;;1;;;;;;;;1;
2025;Kabale und Liebe;Schiller;Friedrich;m;1784;1784;0;Sturm und Drang;;;;;;;;;;;;;;;1;
2026;Kabale und Liebe;Schiller;Friedrich;m;1784;1784;0;Sturm und Drang;;;;;;;;;;;;;;;1;
2007;Kaspar Hauser Lied;Trakl;Georg;m;1913;1913;0;Expressionismus;;;;;;;;;1;;;;;;;
2006;Katz und Maus;Grass;Günter;m;1961;1961;0;Nachkriegsliteratur;;;;1;;1;;;;;;;;;;
2022;Katz und Maus;Grass;Günter;m;1961;1961;0;Nachkriegsliteratur;;;;;;;;;1;;;;;;;
2015;Klein Zaches genannt Zinnober;Hoffmann;E.T.A.;m;1819;1819;1;Romantik;;;1;1;;;;;;;;;;;;
2016;Klein Zaches genannt Zinnober;Hoffmann;E.T.A.;m;1819;1819;1;Romantik;;;1;1;;;;;;;;;;;;
2014;Kleiner Mann - was nun?;Fallada;Hans;m;1932;1932;0;Neue Sachlichkeit;;;;;1;;;;;;;;;;;
2015;Kleiner Mann - was nun?;Fallada;Hans;m;1932;1932;0;Neue Sachlichkeit;;;;;1;;;;;;;;;;;
2016;Kleiner Mann - was nun?;Fallada;Hans;m;1932;1932;0;Neue Sachlichkeit;;;;;1;;;;;;;;;;;
2020;Kleiner Mann - was nun?;Fallada;Hans;m;1932;1932;0;Neuen Sachlichkeit;;;;;;;;;1;;;;;;;
2017;Landnahme;Hein;Christoph;m;2004;2004;0;Postmoderne, Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2018;Landnahme;Hein;Christoph;m;2004;2004;0;Postmoderne, Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2019;Landnahme;Hein;Christoph;m;2004;2004;0;Postmoderne, Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2020;Landnahme;Hein;Christoph;m;2004;2004;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2021;Landnahme;Hein;Christoph;m;2004;2004;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2022;Landnahme;Hein;Christoph;m;2004;2004;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2023;Landnahme;Hein;Christoph;m;2004;2004;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2024;Landnahme;Hein;Christoph;m;2004;2004;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2025;Landnahme;Hein;Christoph;m;2004;2004;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2026;Landnahme;Hein;Christoph;m;2004;2004;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2009;Lass rauschen, Lieb, lass rauschen;Arnim;Achim;m;1806;1806;0;Romantik;;;;;;;;;1;;;;;;;
2006;Leben des Galilei;Brecht;Bertolt;m;1943;1943;0;Exilliteratur;;;;;;;;;;;;;1;;;
2007;Leben des Galilei;Brecht;Bertolt;m;1943;1943;0;Exilliteratur;;;;;;;1;;;;;;1;;;
2008;Leben des Galilei;Brecht;Bertolt;m;1943;1943;0;Exilliteratur;;;;;;;1;;;;;;;;;
2009;Leben des Galilei;Brecht;Bertolt;m;1943;1943;0;Exilliteratur;;;;;;;1;;;;;;;;;
2010;Leben des Galilei;Brecht;Bertolt;m;1943;1943;0;Exilliteratur;;;;;;;1;;;;;;;;;
2011;Leben des Galilei;Brecht;Bertolt;m;1943;1943;0;Exilliteratur;;;;;;;1;;;;;;;;;
2012;Leben des Galilei;Brecht;Bertolt;m;1943;1943;0;Exilliteratur;;;;;;;1;;;;;;;;;
2021;Leben des Galilei;Brecht;Bertolt;m;1943;1943;0;Exilliteratur ;1;;;;;;;;;;;;;;;
2022;Leben des Galilei;Brecht;Bertolt;m;1943;1943;0;Exilliteratur ;1;;;;;;;;;;;;;;;
2023;Leben des Galilei;Brecht;Bertolt;m;1943;1943;0;Exilliteratur ;1;;;;;;;;;;;;;;;
2024;Leben des Galilei;Brecht;Bertolt;m;1943;1943;0;Exilliteratur ;1;;;;;;;;;;;;;;;
2025;Leben des Galilei;Brecht;Bertolt;m;1943;1943;0;Exilliteratur ;1;;;;;;;;;;;;;;;
2007;Lenz;Büchner;Georg;m;1839;1839;0;Vormärz;;;;;;;;;1;;;;;;;
2008;Lenz;Büchner;Georg;m;1839;1839;0;Vormärz;;;;;;;;;1;;;;;;;
2009;Lenz;Büchner;Georg;m;1839;1839;0;Vormärz;;;;;1;;;;;;;;;;;
2010;Lenz;Büchner;Georg;m;1839;1839;0;Vormärz;;;;;1;;;;;;;;;;;
2014;Lenz;Büchner;Georg;m;1839;1839;0;Vormärz;;;;;;;1;;;;;;;;;
2015;Lenz;Büchner;Georg;m;1839;1839;0;Vormärz;;;;;;;1;;;;;;;;;
2016;Lenz;Büchner;Georg;m;1839;1839;0;Vormärz;;;;;;;1;;;;;;;;;
2017;Lenz;Büchner;Georg;m;1839;1839;0;Vormärz;;;;;;;1;;;;;;;;;
2018;Lenz;Büchner;Georg;m;1839;1839;0;Vormärz;;;;;;;1;;;;;;;;;
2009;Lenz;Schneider;Peter;m;1973;1973;0;Gegenwartsliteratur;;;;;1;;;;;;;;;;;
2010;Lenz;Schneider;Peter;m;1973;1973;0;Gegenwartsliteratur;;;;;1;;;;;;;;;;;
2009;Leonce und Lena;Büchner;Georg;m;1836;1836;0;Vormärz;;;;;1;;;;;;;;;;;
2010;Leonce und Lena;Büchner;Georg;m;1836;1836;0;Vormärz;;;;;1;;;;;;;;;;;
2024;Leonce und Lena;Büchner;Georg;m;1836;1836;0;Vormärz;;;;;;;;;1;;;;;;;
2006;Linguistik;Domin;Hilde;f;1962;1962;0;Exilliteratur;;;;;;;;;1;;;;;;;
2011;Lob des Lernens;Brecht;Bertolt;m;1932;1932;0;Neue Sachlichkeit;;;;;;;;;1;;;;;;;
2011;Lob des Zweifels;Brecht;Bertolt;m;1938;1938;0;Neue Sachlichkeit;;;;;;;;;1;;;;;;;
2010;Maifest;Goethe;Johann Wolfgang;m;1775;1775;0;Sturm und Drang;;;;;;;;;1;;;;;;;
2013;Man frage nicht;Kraus;Karl;m;1933;1933;0;Exilliteratur;;;;;;1;;;;;;;;;;
2014;Man frage nicht;Kraus;Karl;m;1933;1933;0;Exilliteratur;;;;;;1;;;;;;;;;;
2020;Maria Magdalena;Hebbel;Friedrich;m;1844;1844;0;Realismus;;;;;;1;;;;;;;;;;
2019;Maria Magdalena;Hebbel;Friedrich;m;1844;1844;0;Realismus;;;;;;1;;;;;;;;;;
2008;Maria Stuart;Schiller;Friedrich;m;1800;1800;0;Weimarer Klassik;;;;;;1;;;;;;;;;;
2009;Maria Stuart;Schiller;Friedrich;m;1800;1800;0;Weimarer Klassik;;;;;;;1;;;;;;1;;;
2010;Maria Stuart;Schiller;Friedrich;m;1800;1800;0;Weimarer Klassik;;;;;;;1;;;;;;1;;;
2011;Maria Stuart;Schiller;Friedrich;m;1800;1800;0;Weimarer Klassik;;;;;1;;1;;;;;;1;;;
2012;Maria Stuart;Schiller;Friedrich;m;1800;1800;0;Weimarer Klassik;;;;;1;;1;;;;;;1;;;
2013;Maria Stuart;Schiller;Friedrich;m;1800;1800;0;Weimarer Klassik;;;;;1;;;;;;;;1;;;
2014;Maria Stuart;Schiller;Friedrich;m;1800;1800;0;Weimarer Klassik;;;;;;;;;;;;;1;;;
2015;Maria Stuart;Schiller;Friedrich;m;1800;1800;0;Weimarer Klassik;;;;;;;;;;;;;1;;;
2016;Maria Stuart;Schiller;Friedrich;m;1800;1800;0;Weimarer Klassik;;;;;;;;;;;;;1;;;
2017;Maria Stuart;Schiller;Friedrich;m;1800;1800;0;Weimarer Klassik;;;;;;;;;;;;;1;;;
2018;Maria Stuart;Schiller;Friedrich;m;1800;1800;0;Weimarer Klassik;;;;;;;;;;;;;1;;;
2019;Maria Stuart;Schiller;Friedrich;m;1800;1800;0;Weimarer Klassik;;;;;;;;;;;;;1;;;
2020;Maria Stuart;Schiller;Friedrich;m;1800;1800;0;Weimarer Klassik;;;;;;;;;;;;;1;;;
2021;Maria Stuart;Schiller;Friedrich;m;1800;1800;0;Weimarer Klassik;;;;;;;;;;;;;1;;;
2022;Maria Stuart;Schiller;Friedrich;m;1800;1800;0;Weimarer Klassik;;;1;1;;;;;;;;;1;;;
2023;Maria Stuart;Schiller;Friedrich;m;1800;1800;0;Weimarer Klassik;;;;;;;;;;;;;1;;;
2024;Maria Stuart;Schiller;Friedrich;m;1800;1800;0;Weimarer Klassik;;;;;;;;;;;;;1;;1;
2025;Maria Stuart;Schiller;Friedrich;m;1800;1800;0;Weimarer Klassik;;;;;;;;;;;;;1;;1;
2026;Maria Stuart;Schiller;Friedrich;m;1800;1800;0;Weimarer Klassik;;;;;;;;;;;;;1;;1;
2006;Mario und der Zauberer;Mann;Thomas;m;1929;1929;0;Neue Sachlichkeit;;;;;;1;;;;;;;1;;;
2013;Mario und der Zauberer;Mann;Thomas;m;1929;1929;0;Neue Sachlichkeit;;;;;;;1;;;1;;;;;;
2014;Mario und der Zauberer;Mann;Thomas;m;1929;1929;0;Neue Sachlichkeit;;;;;;;1;;;1;;;;;;
2015;Mario und der Zauberer;Mann;Thomas;m;1929;1929;0;Neue Sachlichkeit;;;;;;;1;;;;;;;;;
2021;Mario und der Zauberer;Mann;Thomas;m;1929;1929;0;Neue Sachlichkeit;1;;;;;;;;;;;;;;;
2022;Mario und der Zauberer;Mann;Thomas;m;1929;1929;0;Neue Sachlichkeit;1;;;;;;1;;;;;;;;;
2023;Mario und der Zauberer;Mann;Thomas;m;1929;1929;0;Neue Sachlichkeit;1;;;;;;;;1;;;;;;;
2024;Mario und der Zauberer;Mann;Thomas;m;1929;1929;0;Neue Sachlichkeit;1;;;;;;;;;;;;;;;
2025;Mario und der Zauberer;Mann;Thomas;m;1929;1929;0;Neue Sachlichkeit;1;;;;;;;;;;;;;;;
2026;Mario und der Zauberer;Mann;Thomas;m;1929;1929;0;Neue Sachlichkeit;1;;;;1;;;;;;;;;;;
2014;Masse-Mensch;Toller;Ernst;m;1920;1920;0;Expressionismus;;;;;1;;;;;;;;;;;
2015;Masse-Mensch;Toller;Ernst;m;1920;1920;0;Expressionismus;;;;;1;;;;;;;;;;;
2016;Masse-Mensch;Toller;Ernst;m;1920;1920;0;Expressionismus;;;;;1;;;;;;;;;;;
2006;Mathilde Möhring;Fontane;Theodor;m;1906;1906;0;Realismus;;;;;;;;;1;;;;;;;
2007;Mathilde Möhring;Fontane;Theodor;m;1906;1906;0;Realismus;;;;;;1;;;;;;;;;;
2017;Medea;Euripides;nan;m;431 BC;0;0;Antike;;;;;;;;;;;;;1;;;
2018;Medea;Euripides;nan;m;431 BC;0;0;Antike;;;;;;;;;;;;;1;;;
2019;Medea;Euripides;nan;m;431 BC;0;0;Antike;;;;;;;;;;;;;1;;;
2020;Medea;Euripides;nan;m;431 BC;0;0;Antike;;;;;;;;;;;;;1;;;
2021;Medea;Euripides;nan;m;431 BC;0;0;Antike;;;;;;;;;;;;;1;;;
2022;Medea;Euripides;nan;m;431 BC;0;0;Antike;;;;;;;;;;;;;1;;;
2023;Medea;Euripides;nan;m;431 BC;0;0;Antike;;;;;;;;;;;;;1;;;
2024;Medea;Euripides;nan;m;431 BC;0;0;Antike;;;;;;;;;;;;;1;;;
2025;Medea;Euripides;nan;m;431 BC;0;0;Antike;;;;;;;;;;;;;1;;;
2026;Medea;Euripides;nan;m;431 BC;0;0;Antike;;;;;;;;;;;;;1;;;
2007;Medea. Stimmen;Wolf;Christa;f;1996;1996;0;Gegenwartsliteratur;;;;;;;;;1;;;;;;;
2009;Medea. Stimmen;Wolf;Christa;f;1996;1996;0;Gegenwartsliteratur;;;;;;;1;;;;;;;;;
2010;Medea. Stimmen;Wolf;Christa;f;1996;1996;0;Gegenwartsliteratur;;;;;;;1;;;;;;;;;
2011;Medea. Stimmen;Wolf;Christa;f;1996;1996;0;Gegenwartsliteratur;;;;;;;1;;;;;;;;;
2012;Medea. Stimmen;Wolf;Christa;f;1996;1996;0;Gegenwartsliteratur;;;;;;;1;;;;;;;;;
2013;Medea. Stimmen;Wolf;Christa;f;1996;1996;0;Gegenwartsliteratur;;;;;;;1;;;;;;;;;
2014;Medea. Stimmen;Wolf;Christa;f;1996;1996;0;Gegenwartsliteratur;;;;;;;1;;;;;;;;;
2015;Medea. Stimmen;Wolf;Christa;f;1996;1996;0;Gegenwartsliteratur;;;;;;;1;;;;;;;;;
2017;Medea. Stimmen;Wolf;Christa;f;1996;1996;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2018;Medea. Stimmen;Wolf;Christa;f;1996;1996;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2019;Medea. Stimmen;Wolf;Christa;f;1996;1996;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2020;Medea. Stimmen;Wolf;Christa;f;1996;1996;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2021;Medea. Stimmen;Wolf;Christa;f;1996;1996;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2022;Medea. Stimmen;Wolf;Christa;f;1996;1996;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2023;Medea. Stimmen;Wolf;Christa;f;1996;1996;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2024;Medea. Stimmen;Wolf;Christa;f;1996;1996;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2025;Medea. Stimmen;Wolf;Christa;f;1996;1996;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2026;Medea. Stimmen;Wolf;Christa;f;1996;1996;0;Gegenwartsliteratur;;;;;;;;;;;;;1;;;
2014;Mein blaues Klavier;Lasker-Schüler;Else;f;1943;1943;0;Expressionismus;;;;;;1;;;;;;;;;;
2021;Meine Emancipation;Aston;Louise;f;1846;1846;0;Vormärz;;;;;1;;;;;;;;;;;
2022;Meine Emancipation;Aston;Louise;f;1846;1846;0;Vormärz;;;;;1;;;;;;;;;;;
2023;Meine Emancipation;Aston;Louise;f;1846;1846;0;Vormärz;;;;;1;;;;;;;;;;;
2006;Mephisto;Mann;Klaus;m;1936;1936;0;Exilliteratur;;;;;;;;;;;;;1;;;
2020;Michael Kohlhaas;Kleist;Heinrich;m;1810;1810;0;Weimarer Klassik, Romantik;;;;;1;;1;;;;;;;;;
2026;Michael Kohlhaas;Kleist;Heinrich;m;1810;1810;0;Weimarer Klassik, Romantik;;;;;;;;;;;;;;;1;
2007;Michael Kohlhaas;Kleist;Heinrich;m;1810;1810;0;Weimarer Klassik, Romantik;;;;;;1;;;;;;;1;;;
2009;Michael Kohlhaas;Kleist;Heinrich;m;1810;1810;0;Weimarer Klassik, Romantik;;;;;;;;;;;;;1;;;
2017;Michael Kohlhaas;Kleist;Heinrich;m;1810;1810;0;Weimarer Klassik, Romantik;;;;;;1;;;;;;;;;;
2018;Michael Kohlhaas;Kleist;Heinrich;m;1810;1810;0;Weimarer Klassik, Romantik;;;;;1;1;;;;;;;;;;
2019;Michael Kohlhaas;Kleist;Heinrich;m;1810;1810;0;Weimarer Klassik, Romantik;;;;;1;;1;;;;;;;;;
2021;Michael Kohlhaas;Kleist;Heinrich;m;1810;1810;0;Weimarer Klassik, Romantik;;;;;;;1;;;;;;;;;
2010;Willkommen und Abschied;Goethe;Johann Wolfgang;m;1775;1775;0;Sturm und Drang;;;;;;;;;1;;;;;;;
2024;Miss Sara Sampson;Lessing;Gotthold Ephraim;m;1755;1755;0;Aufklärung, Empfindsamkeit;;;;;1;;;;;;;;;;;
2025;Miss Sara Sampson;Lessing;Gotthold Ephraim;m;1755;1755;0;Aufklärung, Empfindsamkeit;;;;;1;;;;;;;;;;;
2026;Miss Sara Sampson;Lessing;Gotthold Ephraim;m;1755;1755;0;Aufklärung, Empfindsamkeit;;;;;1;;;;;;;;;;;
2009;Mondnacht;Eichendorff;Joseph;m;1837;1837;0;Romantik;;;;;;;;;1;;;;;;;
2011;Mutterliebe;Kleist;Heinrich;m;1811;1811;0;Weimarer Klassik, Romantik;;;;;;;;;1;;;;;;;
2026;Nach Mitternacht;Keun;Irmgard;f;1937;1937;0;Exilliteratur;;;;;1;;;;;;;;;;;
2007;Nachtcafé;Benn;Gottfried;m;1912;1912;0;Expressionismus;;;;;;;;;1;;;;;;;
2023;Nachts ist es leise in Teheran;Bazyar;Shida;f;2016;2016;0;Gegenwartsliteratur;;;;;1;;;;;;;;;;;
2024;Nachts ist es leise in Teheran;Bazyar;Shida;f;2016;2016;0;Gegenwartsliteratur;;;;;1;;;;;;;;;;;
2025;Nachts ist es leise in Teheran;Bazyar;Shida;f;2016;2016;0;Gegenwartsliteratur;;;;;1;;;;;;;;;;;
2015;Nathan der Weise;Lessing;Gotthold Ephraim;m;1779;1779;0;Aufklärung;;;1;1;;;;;;;;;;;;
2016;Nathan der Weise;Lessing;Gotthold Ephraim;m;1779;1779;0;Aufklärung;;;1;1;;;;;;;;;;;;
2019;Nathan der Weise;Lessing;Gotthold Ephraim;m;1779;1779;0;Aufklärung;;;;;;;;;1;;;;;;;
2021;Nathan der Weise;Lessing;Gotthold Ephraim;m;1779;1779;0;Aufklärung;;;;;;;;;;1;;;;;;
2022;Nathan der Weise;Lessing;Gotthold Ephraim;m;1779;1779;0;Aufklärung;;;;;;;;;;1;;1;;;;
2023;Nathan der Weise;Lessing;Gotthold Ephraim;m;1779;1779;0;Aufklärung;;;;;;;;;;1;;1;;;;
2009;Penthesilea;Kleist;Heinrich;m;1808;1808;0;Weimarer Klassik, Romantik;;;;;;1;;;;;;;;;;
2015;Peter Schlemihls wundersame Geschichte;Chamisso;Adelbert;m;1813;1813;1;Romantik;;;;;1;;;;;;;;;;;
2016;Peter Schlemihls wundersame Geschichte;Chamisso;Adelbert;m;1813;1813;1;Romantik;;;;;1;;;;;;;;;;;
2017;Peter Schlemihls wundersame Geschichte;Chamisso;Adelbert;m;1813;1813;1;Romantik;;;;;1;;;;;;;;;;;
2009;Prinz Friedrich von Homburg;Kleist;Heinrich;m;1821;1821;0;Weimarer Klassik, Romantik;;;;;;1;;;;;;;;;;
2013;Prinz Friedrich von Homburg;Kleist;Heinrich;m;1821;1821;0;Weimarer Klassik, Romantik;;;;;;;1;;;1;;;;;;
2014;Prinz Friedrich von Homburg;Kleist;Heinrich;m;1821;1821;0;Weimarer Klassik, Romantik;;;;;;;1;;;;;;;;;
2015;Prinz Friedrich von Homburg;Kleist;Heinrich;m;1821;1821;0;Weimarer Klassik, Romantik;;;;;;;1;;;;;;;;;
2016;Prinz Friedrich von Homburg;Kleist;Heinrich;m;1821;1821;0;Weimarer Klassik, Romantik;;;;;;;1;;;;;;;;;
2017;Prinz Friedrich von Homburg;Kleist;Heinrich;m;1821;1821;0;Weimarer Klassik, Romantik;;;;;;;1;;;;;;;;;
2018;Prinz Friedrich von Homburg;Kleist;Heinrich;m;1821;1821;0;Weimarer Klassik, Romantik;;;;;;;1;;;;;;;;;
2008;Professor Unrat;Mann;Heinrich;m;1905;1905;0;Naturalismus, Expressionismus;;;;;;1;;;;;;;;;;
2006;Prometheus;Goethe;Johann Wolfgang;m;1785;1785;0;Sturm und Drang;;;;;;;;;1;;;;;;;
2013;Räuberbande;Heinrich;Finn-Ole;m;2007;2007;0;Gegenwartsliteratur;;;;;;1;;;;;;;;;;
2014;Räuberbande;Heinrich;Finn-Ole;m;2007;2007;0;Gegenwartsliteratur;;;;;;1;;;;;;;;;;
2012;Römische Elegien;Goethe;Johann Wolfgang;m;1795;1795;0;Weimarer Klassik;;;;;;;;;1;;;;;;;
2021;Römische Elegien;Goethe;Johann Wolfgang;m;1795;1795;0;Weimarer Klassik;;;;;;;;;1;;;;;;;
2007;Schachnovelle;Zweig;Stefan;m;1942;1942;0;Exilliteratur;;;;;;;;;;;;;1;;;
2009;Schachnovelle;Zweig;Stefan;m;1942;1942;0;Exilliteratur;;;;;;;;;;;;;1;;;
2007;Schlechte Zeiten für Lyrik;Brecht;Bertolt;m;1939;1939;0;Exilliteratur;;;;;;;;;1;;;;;;;
2013;Schlechte Zeiten für Lyrik;Brecht;Bertolt;m;1939;1939;0;Exilliteratur;;;;;;1;;;;;;;;;;
2014;Schlechte Zeiten für Lyrik;Brecht;Bertolt;m;1939;1939;0;Exilliteratur;;;;;;1;;;;;;;;;;
2008;Seeschlacht;Goering;Reinhard;m;1918;1918;0;Expressionismus;;;;;1;;;;;;;;;;;
