"","book1","book2","count","years","states"
"357","Das Parfum","Die Jungfrau von Orleans",6,"2013, 2014, 2015, 2016, 2017, 2018","HE"
"358","Das Parfum","Die Marquise von O.",6,"2007, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HE, HH, NI, NW"
"359","Das Parfum","Die Verwandlung",5,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021","HB, HE, NI, NW, SN"
"360","Das Parfum","Die heilige Johanna der Schlachthöfe",3,"2013, 2014, 2015, 2016, 2017, 2018, 2019","HB, HE"
"361","Das Parfum","Faust I",6,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"362","Das Parfum","Frau Jenny Treibel",3,"2013, 2014, 2015, 2016, 2017, 2018","HE"
"363","Das Parfum","Halbschatten",3,"2013, 2014, 2015, 2016, 2017, 2018","HE"
"364","Das Parfum","In seiner frühen Kindheit ein Garten",1,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, SN"
"365","Das Parfum","Irrungen, Wirrungen",1,"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018","HE, NI"
"366","Das Parfum","Lenz",5,"2007, 2008, 2009, 2010, 2013, 2014, 2015, 2016, 2017, 2018","HB, HE, NI"
"367","Das Parfum","Mario und der Zauberer",3,"2006, 2013, 2014, 2015, 2016, 2017, 2018, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"368","Das Parfum","Medea. Stimmen",3,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, NI, SN"
"369","Das Parfum","Prinz Friedrich von Homburg",6,"2009, 2013, 2014, 2015, 2016, 2017, 2018","HE, HH, NW"
"370","Das Parfum","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"371","Das Schloss","Der Process",3,"2013, 2014, 2015, 2016, 2017, 2018, 2026","HB, HE, NW, SN"
"372","Das Schloss","Der Sandmann",2,"2006, 2007, 2008, 2009, 2010, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026","HB, HE, NW, SN"
"373","Das Schloss","Die Verwandlung",3,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021","HB, HE, NI, NW, SN"
"374","Das Schloss","In der Strafkolonie",3,"2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, SN"
"375","Das Schloss","Kleiner Mann - was nun?",3,"2014, 2015, 2016, 2020","HB, NI"
"376","Das Schloss","Masse-Mensch",3,"2014, 2015, 2016","HB"
"377","Das Schloss","Peter Schlemihls wundersame Geschichte",2,"2014, 2015, 2016, 2017","HB"
"378","Das Schloss","Von morgens bis mitternachts",3,"2014, 2015, 2016","HB"
"379","Das Schloss Dürande","Iphigenie auf Tauris",2,"2006, 2007, 2011, 2012, 2013, 2014, 2015, 2021, 2022","BB, BE, HB, HH, NI, NW"
"380","Das Schloss Dürande","Maria Stuart",2,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"381","Das Urteil","Die Jungfrau von Orleans",1,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018","HE"
"382","Das Urteil","Die Marquise von O.",1,"2007, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HE, HH, NI, NW"
"383","Das Urteil","Die Verwandlung",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021","HB, HE, NI, NW, SN"
"384","Das Urteil","Don Karlos: Infant von Spanien",2,"2006, 2007, 2008, 2011, 2012, 2013","HE, HH, NI"
"385","Das Urteil","Faust I",3,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"386","Das Urteil","In seiner frühen Kindheit ein Garten",3,"2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, SN"
"387","Das Urteil","Irrungen, Wirrungen",3,"2009, 2010, 2011, 2012, 2013, 2018","HE, NI"
"388","Das Urteil","Leben des Galilei",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2021, 2022, 2023, 2024, 2025","BW, HE, SN"
"389","Das Urteil","Maria Stuart",2,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"390","Das Urteil","Mario und der Zauberer",1,"2006, 2011, 2012, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"391","Das Urteil","Medea. Stimmen",3,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, NI, SN"
"392","Das Urteil","Prinz Friedrich von Homburg",1,"2009, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018","HE, HH, NW"
"393","Das Urteil","Woyzeck",3,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"394","Das kunstseidene Mädchen","Der zerbrochne Krug",2,"2006, 2015, 2016, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"395","Das kunstseidene Mädchen","Die Marquise von O.",1,"2006, 2007, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2025, 2026","HE, HH, NI, NW"
"396","Das kunstseidene Mädchen","Don Karlos: Infant von Spanien",1,"2006, 2007, 2008, 2011, 2012, 2025, 2026","HE, HH, NI"
"397","Das kunstseidene Mädchen","Ein Wort",1,"2006, 2007, 2025, 2026","HH, NI"
"398","Das kunstseidene Mädchen","Heimsuchung",2,"2006, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"399","Das kunstseidene Mädchen","Hälfte des Lebens",1,"2006, 2025, 2026","HH, NI"
"400","Das kunstseidene Mädchen","Ich fürchte mich so vor der Menschen Wort",1,"2006, 2007, 2025, 2026","HH, NI"
"401","Das kunstseidene Mädchen","Linguistik",1,"2006, 2025, 2026","HH, NI"
"402","Das kunstseidene Mädchen","Mathilde Möhring",1,"2006, 2007, 2025, 2026","HH, NI"
"403","Das kunstseidene Mädchen","Prometheus",1,"2006, 2025, 2026","HH, NI"
"404","Das kunstseidene Mädchen","Sprachgitter",1,"2006, 2025, 2026","HH, NI"
"405","Das kunstseidene Mädchen","Top Dogs",1,"2006, 2025, 2026","HH, NI"
"406","Das kunstseidene Mädchen","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"407","Der Augsburger Kreidekreis","Der Sandmann",1,"2006, 2007, 2008, 2009, 2010, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026","HB, HE, NW, SN"
"408","Der Augsburger Kreidekreis","Der gute Mensch von Sezuan",3,"2017, 2018, 2019","HB"
"409","Der Augsburger Kreidekreis","Die Dreigroschenoper",3,"2017, 2018, 2019","HB"
"410","Der Augsburger Kreidekreis","Die heilige Johanna der Schlachthöfe",3,"2016, 2017, 2018, 2019","HB, HE"
"411","Der Augsburger Kreidekreis","Die unwürdige Greisin",3,"2017, 2018, 2019","HB"
"412","Der Augsburger Kreidekreis","Jakob der Lügner",2,"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020","HB, SN"
"413","Der Augsburger Kreidekreis","Michael Kohlhaas",2,"2007, 2009, 2017, 2018, 2019, 2020, 2021, 2026","HB, HE, HH, SH, SN"
"414","Der Augsburger Kreidekreis","Peter Schlemihls wundersame Geschichte",1,"2015, 2016, 2017, 2018, 2019","HB"
"415","Der Besuch der alten Dame","Der Process",4,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HB, HE, NW, SN"
"416","Der Besuch der alten Dame","Der Sandmann",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HB, HE, NW, SN"
"417","Der Besuch der alten Dame","Der Steppenwolf",5,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, SN"
"418","Der Besuch der alten Dame","Der blonde Eckbert",3,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","SN"
"419","Der Besuch der alten Dame","Der zerbrochne Krug",1,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"420","Der Besuch der alten Dame","Die Berliner Antigone",9,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","SN"
"421","Der Besuch der alten Dame","Die Physiker",9,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, NI, SN"
"422","Der Besuch der alten Dame","Die Verwandlung",5,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HB, HE, NI, NW, SN"
"423","Der Besuch der alten Dame","Emilia Galotti",1,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HB, HH, SN"
"424","Der Besuch der alten Dame","Faust I",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"425","Der Besuch der alten Dame","Hamlet",14,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","SN"
"426","Der Besuch der alten Dame","Heimsuchung",1,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"427","Der Besuch der alten Dame","Im Krebsgang",5,"2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HH, SN"
"428","Der Besuch der alten Dame","In der Strafkolonie",10,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, SN"
"429","Der Besuch der alten Dame","In seiner frühen Kindheit ein Garten",10,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, SN"
"430","Der Besuch der alten Dame","Jakob der Lügner",8,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HB, SN"
"431","Der Besuch der alten Dame","Landnahme",10,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","SN"
"432","Der Besuch der alten Dame","Leben des Galilei",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HE, SN"
"433","Der Besuch der alten Dame","Maria Stuart",18,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"434","Der Besuch der alten Dame","Medea",10,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","SN"
"435","Der Besuch der alten Dame","Medea. Stimmen",10,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, NI, SN"
"436","Der Besuch der alten Dame","Michael Kohlhaas",2,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HB, HE, HH, SH, SN"
"437","Der Besuch der alten Dame","Schachnovelle",2,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","SN"
"438","Der Besuch der alten Dame","Tonio Kröger",4,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","SN"
"439","Der Besuch der alten Dame","Undine",14,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","SN"
"440","Der Besuch der alten Dame","Woyzeck",5,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"441","Der Findling","Die Räuber",1,"2011, 2012","HH"
"442","Der Hessische Landbote","Der Russe ist einer, der Birken liebt",1,"2021, 2022, 2023, 2024, 2025","HB, NI"
"443","Der Hessische Landbote","Deutschland. Ein Wintermärchen",3,"2006, 2017, 2018, 2021, 2022, 2023, 2025","HB, HH, NI"
"444","Der Hessische Landbote","Herkunft",1,"2021, 2022, 2023, 2024, 2025","HB, NI"
"445","Der Hessische Landbote","Hikikomori",2,"2020, 2021, 2022, 2023, 2025","HB, NI"
"446","Der Hessische Landbote","Meine Emancipation",3,"2021, 2022, 2023, 2025","HB, NI"
"447","Der Hessische Landbote","Nachts ist es leise in Teheran",1,"2021, 2022, 2023, 2024, 2025","HB, NI"
"448","Der Hessische Landbote","Tauben fliegen auf",1,"2021, 2022, 2023, 2024, 2025","HB, NI"
"449","Der Hessische Landbote","Woyzeck",4,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"450","Der Hofmeister","Der Sonntag, an dem ich Weltmeister wurde",1,"2010","HH"
"451","Der Hofmeister","Die Soldaten",1,"2008, 2010","HB, HH"
"452","Der Hofmeister","Einer",1,"2010","HH"
"453","Der Hofmeister","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"454","Der Philister vor, in und nach der Geschichte","Katz und Maus",1,"2006, 2022","BB, HH, NI"
"455","Der Philister vor, in und nach der Geschichte","Unter der Drachenwand",1,"2022, 2023, 2024, 2025","NI, NW"
"456","Der Process","Der Sandmann",5,"2006, 2007, 2008, 2009, 2010, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026","HB, HE, NW, SN"
"457","Der Process","Der zerbrochne Krug",1,"2013, 2014, 2015, 2016, 2017, 2018, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"458","Der Process","Die Berliner Antigone",4,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2026","HB, HE, NW, SN"
"459","Der Process","Die Jungfrau von Orleans",5,"2013, 2014, 2015, 2016, 2017, 2018, 2026","HB, HE, NW, SN"
"460","Der Process","Die Marquise von O.",5,"2007, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HB, HE, HH, NI, NW, SN"
"461","Der Process","Die Physiker",4,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2026","HB, HE, NI, NW, SN"
"462","Der Process","Die Verwandlung",12,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HB, HE, NI, NW, SN"
"463","Der Process","Die heilige Johanna der Schlachthöfe",3,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2026","HB, HE, NW, SN"
"464","Der Process","Faust I",7,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"465","Der Process","Frau Jenny Treibel",3,"2013, 2014, 2015, 2016, 2017, 2018, 2026","HB, HE, NW, SN"
"466","Der Process","Halbschatten",3,"2013, 2014, 2015, 2016, 2017, 2018, 2026","HB, HE, NW, SN"
"467","Der Process","Hamlet",4,"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2026","HB, HE, NW, SN"
"468","Der Process","Heimsuchung",1,"2013, 2014, 2015, 2016, 2017, 2018, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"469","Der Process","Hiob",2,"2006, 2013, 2014, 2015, 2016, 2017, 2018, 2024, 2025, 2026","HB, HE, NW, SH, SN"
"470","Der Process","In der Strafkolonie",3,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, NW, SN"
"471","Der Process","Iphigenie auf Tauris",1,"2006, 2007, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2021, 2022, 2026","BB, BE, HB, HE, HH, NI, NW, SN"
"472","Der Process","Jakob der Lügner",4,"2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2026","HB, HE, NW, SN"
"473","Der Process","Kabale und Liebe",2,"2007, 2008, 2013, 2014, 2015, 2016, 2017, 2018, 2023, 2024, 2025, 2026","HB, HE, HH, NI, NW, SH, SN"
"474","Der Process","Kleiner Mann - was nun?",3,"2013, 2014, 2015, 2016, 2017, 2018, 2020, 2026","HB, HE, NI, NW, SN"
"475","Der Process","Lenz",5,"2007, 2008, 2009, 2010, 2013, 2014, 2015, 2016, 2017, 2018, 2026","HB, HE, NI, NW, SN"
"476","Der Process","Maria Stuart",4,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, NW, SH, SN"
"477","Der Process","Mario und der Zauberer",2,"2006, 2013, 2014, 2015, 2016, 2017, 2018, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"478","Der Process","Masse-Mensch",3,"2013, 2014, 2015, 2016, 2017, 2018, 2026","HB, HE, NW, SN"
"479","Der Process","Medea. Stimmen",2,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HB, HE, NI, NW, SN"
"480","Der Process","Peter Schlemihls wundersame Geschichte",2,"2013, 2014, 2015, 2016, 2017, 2018, 2026","HB, HE, NW, SN"
"481","Der Process","Prinz Friedrich von Homburg",5,"2009, 2013, 2014, 2015, 2016, 2017, 2018, 2026","HB, HE, HH, NW, SN"
"482","Der Process","Tauben im Gras",1,"2009, 2013, 2014, 2015, 2016, 2017, 2018, 2026","HB, HE, HH, NW, SN"
"483","Der Process","Undine",4,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HB, HE, NW, SN"
"484","Der Process","Von morgens bis mitternachts",3,"2013, 2014, 2015, 2016, 2017, 2018, 2026","HB, HE, NW, SN"
"485","Der Process","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"486","Der Russe ist einer, der Birken liebt","Deutschland. Ein Wintermärchen",1,"2006, 2017, 2018, 2021, 2022, 2023, 2024, 2025","HB, HH"
"487","Der Russe ist einer, der Birken liebt","Die Furcht vor der Freiheit",1,"2023, 2024, 2025, 2026","HB"
"488","Der Russe ist einer, der Birken liebt","Emilia Galotti",2,"2007, 2009, 2019, 2020, 2023, 2024, 2025, 2026","HB, HH, SN"
"489","Der Russe ist einer, der Birken liebt","Herkunft",3,"2023, 2024, 2025","HB"
"490","Der Russe ist einer, der Birken liebt","Meine Emancipation",1,"2021, 2022, 2023, 2024, 2025","HB"
"491","Der Russe ist einer, der Birken liebt","Miss Sara Sampson",2,"2023, 2024, 2025, 2026","HB"
"492","Der Russe ist einer, der Birken liebt","Nachts ist es leise in Teheran",3,"2023, 2024, 2025","HB"
"493","Der Russe ist einer, der Birken liebt","Tauben fliegen auf",3,"2023, 2024, 2025","HB"
"494","Der Russe ist einer, der Birken liebt","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"495","Der Sandmann","Der Vorleser",1,"2006, 2007, 2008, 2009, 2010, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026","BB, HB, HE, NW, SN"
"496","Der Sandmann","Der zerbrochne Krug",1,"2006, 2007, 2008, 2009, 2010, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"497","Der Sandmann","Die Dreigroschenoper",1,"2006, 2007, 2008, 2009, 2010, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026","HB, HE, NW, SN"
"498","Der Sandmann","Die Jungfrau von Orleans",3,"2006, 2007, 2008, 2009, 2010, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026","HB, HE, NW, SN"
"499","Der Sandmann","Die Marquise von O.",6,"2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026","HB, HE, HH, NI, NW, SN"
"500","Der Sandmann","Die Physiker",3,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026","HB, HE, NI, NW, SN"
"501","Der Sandmann","Die Verwandlung",10,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026","HB, HE, NI, NW, SN"
"502","Der Sandmann","Die heilige Johanna der Schlachthöfe",4,"2006, 2007, 2008, 2009, 2010, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026","HB, HE, NW, SN"
"503","Der Sandmann","Die unwürdige Greisin",1,"2006, 2007, 2008, 2009, 2010, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026","HB, HE, NW, SN"
"504","Der Sandmann","Don Karlos: Infant von Spanien",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026","HB, HE, HH, NI, NW, SN"
"505","Der Sandmann","Effi Briest",3,"2006, 2007, 2008, 2009, 2010, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HB, HE, HH, NW, SH, SN"
"506","Der Sandmann","Faust I",12,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SL, SN"
"507","Der Sandmann","Frau Jenny Treibel",1,"2006, 2007, 2008, 2009, 2010, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026","HB, HE, NW, SN"
"508","Der Sandmann","Halbschatten",3,"2006, 2007, 2008, 2009, 2010, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026","HB, HE, NW, SN"
"509","Der Sandmann","Heimsuchung",2,"2006, 2007, 2008, 2009, 2010, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026","BB, BE, BW, BY, HB, HE, HH, MV, NI, NW, RP, SH, SL, SN, ST, TH"
"510","Der Sandmann","Heldenplatz",1,"2006, 2007, 2008, 2009, 2010, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026","HB, HE, NW, SN"
"511","Der Sandmann","Hiob",1,"2006, 2007, 2008, 2009, 2010, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HB, HE, NW, SH, SN"
"512","Der Sandmann","Homo faber",2,"2006, 2007, 2008, 2009, 2010, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2025, 2026","BW, HB, HE, NW, SN"
"513","Der Sandmann","In der Strafkolonie",4,"2006, 2007, 2008, 2009, 2010, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, NW, SN"
"514","Der Sandmann","In seiner frühen Kindheit ein Garten",2,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HB, HE, NW, SN"
