"","book1","book2","count","years","states"
"6536","Lob des Zweifels","Mondnacht",1,"2009, 2011","NI"
"6537","Lob des Zweifels","Mutterliebe",1,"2011","NI"
"6538","Lob des Zweifels","Nachtcafé",1,"2007, 2011","NI"
"6539","Lob des Zweifels","Nathan der Weise",1,"2011, 2015, 2016, 2019, 2021, 2022, 2023","BB, BE, NI, NW, SL"
"6540","Lob des Zweifels","Prometheus",1,"2006, 2011","NI"
"6541","Lob des Zweifels","Römische Elegien",1,"2011, 2012, 2021","NI"
"6542","Lob des Zweifels","Schlechte Zeiten für Lyrik",1,"2007, 2011, 2013, 2014","HH, NI"
"6543","Lob des Zweifels","Sprachgitter",1,"2006, 2011","NI"
"6544","Lob des Zweifels","Top Dogs",1,"2006, 2011","NI"
"6545","Lob des Zweifels","Under der linden",1,"2011, 2012","NI"
"6546","Lob des Zweifels","Unter der Drachenwand",1,"2011, 2022, 2023, 2024, 2025","NI, NW"
"6547","Lob des Zweifels","Von deutscher Baukunst",1,"2010, 2011","NI"
"6548","Lob des Zweifels","Willkommen und Abschied",1,"2010, 2011","NI"
"6549","Lob des Zweifels","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"6550","Lob des Zweifels","Wünschelrute",1,"2009, 2011","NI"
"6551","Maifest","Mario und der Zauberer",1,"2006, 2010, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6552","Maifest","Mathilde Möhring",1,"2006, 2007, 2010","HH, NI"
"6553","Maifest","Medea. Stimmen",1,"2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, NI, SN"
"6554","Maifest","Mondnacht",1,"2009, 2010","NI"
"6555","Maifest","Mutterliebe",1,"2010, 2011","NI"
"6556","Maifest","Nachtcafé",1,"2007, 2010","NI"
"6557","Maifest","Nathan der Weise",1,"2010, 2015, 2016, 2019, 2021, 2022, 2023","BB, BE, NI, NW, SL"
"6558","Maifest","Prometheus",1,"2006, 2010","NI"
"6559","Maifest","Römische Elegien",1,"2010, 2012, 2021","NI"
"6560","Maifest","Schlechte Zeiten für Lyrik",1,"2007, 2010, 2013, 2014","HH, NI"
"6561","Maifest","Sprachgitter",1,"2006, 2010","NI"
"6562","Maifest","Top Dogs",1,"2006, 2010","NI"
"6563","Maifest","Under der linden",1,"2010, 2012","NI"
"6564","Maifest","Unter der Drachenwand",1,"2010, 2022, 2023, 2024, 2025","NI, NW"
"6565","Maifest","Von deutscher Baukunst",1,"2010","NI"
"6566","Maifest","Willkommen und Abschied",1,"2010","NI"
"6567","Maifest","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"6568","Maifest","Wünschelrute",1,"2009, 2010","NI"
"6569","Man frage nicht","Maria Magdalena",1,"2013, 2014, 2019, 2020","HH"
"6570","Man frage nicht","Maria Stuart",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6571","Man frage nicht","Mario und der Zauberer",1,"2006, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6572","Man frage nicht","Mathilde Möhring",1,"2006, 2007, 2013, 2014","HH, NI"
"6573","Man frage nicht","Mein blaues Klavier",1,"2013, 2014","HH"
"6574","Man frage nicht","Michael Kohlhaas",1,"2007, 2009, 2013, 2014, 2017, 2018, 2019, 2020, 2021, 2026","HB, HE, HH, SH, SN"
"6575","Man frage nicht","Penthesilea",1,"2009, 2013, 2014","HH"
"6576","Man frage nicht","Prinz Friedrich von Homburg",1,"2009, 2013, 2014, 2015, 2016, 2017, 2018","HE, HH, NW"
"6577","Man frage nicht","Professor Unrat",1,"2008, 2013, 2014","HH"
"6578","Man frage nicht","Räuberbande",1,"2013, 2014","HH"
"6579","Man frage nicht","Schlechte Zeiten für Lyrik",1,"2007, 2013, 2014","HH, NI"
"6580","Man frage nicht","Tauben im Gras",1,"2009, 2013, 2014, 2015","HH, NW"
"6581","Man frage nicht","Tod in Venedig",1,"2006, 2013, 2014","HH, SN"
"6582","Man frage nicht","Transit",1,"2013, 2014, 2021, 2022","HH"
"6583","Man frage nicht","Verbrechen",1,"2013, 2014, 2017, 2018","HH"
"6584","Man frage nicht","Vor Sonnenaufgang",1,"2009, 2013, 2014","HH"
"6585","Man frage nicht","Vor dem Fest",1,"2013, 2014, 2019, 2020","HH"
"6586","Man frage nicht","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"6587","Man frage nicht","Ziehende Landschaft",1,"2013, 2014","HH"
"6588","Maria Magdalena","Maria Stuart",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6589","Maria Magdalena","Mario und der Zauberer",1,"2006, 2013, 2014, 2015, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6590","Maria Magdalena","Mathilde Möhring",1,"2006, 2007, 2019, 2020","HH, NI"
"6591","Maria Magdalena","Mein blaues Klavier",1,"2014, 2019, 2020","HH"
"6592","Maria Magdalena","Michael Kohlhaas",1,"2007, 2009, 2017, 2018, 2019, 2020, 2021, 2026","HB, HE, HH, SH, SN"
"6593","Maria Magdalena","Penthesilea",1,"2009, 2019, 2020","HH"
"6594","Maria Magdalena","Prinz Friedrich von Homburg",1,"2009, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020","HE, HH, NW"
"6595","Maria Magdalena","Professor Unrat",1,"2008, 2019, 2020","HH"
"6596","Maria Magdalena","Räuberbande",1,"2013, 2014, 2019, 2020","HH"
"6597","Maria Magdalena","Schlechte Zeiten für Lyrik",1,"2007, 2013, 2014, 2019, 2020","HH, NI"
"6598","Maria Magdalena","Tauben im Gras",1,"2009, 2013, 2014, 2015, 2019, 2020","HH, NW"
"6599","Maria Magdalena","Tod in Venedig",1,"2006, 2019, 2020","HH, SN"
"6600","Maria Magdalena","Transit",1,"2019, 2020, 2021, 2022","HH"
"6601","Maria Magdalena","Verbrechen",1,"2017, 2018, 2019, 2020","HH"
"6602","Maria Magdalena","Vor Sonnenaufgang",1,"2009, 2019, 2020","HH"
"6603","Maria Magdalena","Vor dem Fest",1,"2019, 2020","HH"
"6604","Maria Magdalena","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"6605","Maria Magdalena","Ziehende Landschaft",1,"2013, 2014, 2019, 2020","HH"
"6606","Maria Stuart","Mario und der Zauberer",4,"2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"6607","Maria Stuart","Masse-Mensch",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6608","Maria Stuart","Mathilde Möhring",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, NI, SH, SN"
"6609","Maria Stuart","Medea",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6610","Maria Stuart","Medea. Stimmen",2,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, NI, SH, SN"
"6611","Maria Stuart","Mein blaues Klavier",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6612","Maria Stuart","Meine Emancipation",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6613","Maria Stuart","Mephisto",1,"2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6614","Maria Stuart","Michael Kohlhaas",5,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6615","Maria Stuart","Miss Sara Sampson",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6616","Maria Stuart","Nach Mitternacht",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6617","Maria Stuart","Nachts ist es leise in Teheran",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6618","Maria Stuart","Nathan der Weise",2,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, NI, NW, SH, SL, SN"
"6619","Maria Stuart","Penthesilea",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6620","Maria Stuart","Peter Schlemihls wundersame Geschichte",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6621","Maria Stuart","Prinz Friedrich von Homburg",2,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, NW, SH, SN"
"6622","Maria Stuart","Professor Unrat",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6623","Maria Stuart","Räuberbande",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6624","Maria Stuart","Schachnovelle",1,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6625","Maria Stuart","Schlechte Zeiten für Lyrik",1,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, NI, SH, SN"
"6626","Maria Stuart","Seeschlacht",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6627","Maria Stuart","Tauben fliegen auf",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6628","Maria Stuart","Tauben im Gras",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, NW, SH, SN"
"6629","Maria Stuart","Tod in Venedig",2,"2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6630","Maria Stuart","Tonio Kröger",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6631","Maria Stuart","Transit",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6632","Maria Stuart","Undine",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6633","Maria Stuart","Verbrechen",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6634","Maria Stuart","Von morgens bis mitternachts",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6635","Maria Stuart","Vor Sonnenaufgang",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6636","Maria Stuart","Vor dem Fest",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6637","Maria Stuart","Woyzeck",7,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"6638","Maria Stuart","Zehn",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6639","Maria Stuart","Ziehende Landschaft",1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, HB, HE, HH, SH, SN"
"6640","Mario und der Zauberer","Masse-Mensch",1,"2006, 2013, 2014, 2015, 2016, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6641","Mario und der Zauberer","Mathilde Möhring",2,"2006, 2007, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6642","Mario und der Zauberer","Medea",1,"2006, 2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6643","Mario und der Zauberer","Medea. Stimmen",3,"2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6644","Mario und der Zauberer","Mein blaues Klavier",1,"2006, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6645","Mario und der Zauberer","Meine Emancipation",1,"2006, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6646","Mario und der Zauberer","Mephisto",1,"2006, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6647","Mario und der Zauberer","Michael Kohlhaas",4,"2006, 2007, 2009, 2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SH, SN"
"6648","Mario und der Zauberer","Miss Sara Sampson",1,"2006, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6649","Mario und der Zauberer","Mondnacht",1,"2006, 2009, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6650","Mario und der Zauberer","Mutterliebe",1,"2006, 2011, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6651","Mario und der Zauberer","Nach Mitternacht",1,"2006, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6652","Mario und der Zauberer","Nachtcafé",1,"2006, 2007, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6653","Mario und der Zauberer","Nachts ist es leise in Teheran",1,"2006, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6654","Mario und der Zauberer","Nathan der Weise",2,"2006, 2013, 2014, 2015, 2016, 2019, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SL, SN"
"6655","Mario und der Zauberer","Penthesilea",1,"2006, 2009, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6656","Mario und der Zauberer","Peter Schlemihls wundersame Geschichte",1,"2006, 2013, 2014, 2015, 2016, 2017, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6657","Mario und der Zauberer","Prinz Friedrich von Homburg",3,"2006, 2009, 2013, 2014, 2015, 2016, 2017, 2018, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6658","Mario und der Zauberer","Professor Unrat",1,"2006, 2008, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6659","Mario und der Zauberer","Prometheus",1,"2006, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6660","Mario und der Zauberer","Räuberbande",1,"2006, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6661","Mario und der Zauberer","Römische Elegien",1,"2006, 2012, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6662","Mario und der Zauberer","Schachnovelle",1,"2006, 2007, 2009, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6663","Mario und der Zauberer","Schlechte Zeiten für Lyrik",2,"2006, 2007, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6664","Mario und der Zauberer","Seeschlacht",1,"2006, 2008, 2009, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6665","Mario und der Zauberer","Sommerhaus, später",1,"2006, 2013, 2014, 2015, 2019, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6666","Mario und der Zauberer","Sprachgitter",1,"2006, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6667","Mario und der Zauberer","Tauben fliegen auf",1,"2006, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6668","Mario und der Zauberer","Tauben im Gras",2,"2006, 2009, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6669","Mario und der Zauberer","Tod in Venedig",2,"2006, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6670","Mario und der Zauberer","Tonio Kröger",1,"2006, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6671","Mario und der Zauberer","Top Dogs",1,"2006, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6672","Mario und der Zauberer","Transit",1,"2006, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6673","Mario und der Zauberer","Under der linden",1,"2006, 2012, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6674","Mario und der Zauberer","Undine",1,"2006, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6675","Mario und der Zauberer","Unter der Drachenwand",2,"2006, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6676","Mario und der Zauberer","Verbrechen",1,"2006, 2013, 2014, 2015, 2017, 2018, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6677","Mario und der Zauberer","Von deutscher Baukunst",1,"2006, 2010, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6678","Mario und der Zauberer","Von morgens bis mitternachts",1,"2006, 2013, 2014, 2015, 2016, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6679","Mario und der Zauberer","Vor Sonnenaufgang",1,"2006, 2009, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6680","Mario und der Zauberer","Vor dem Fest",1,"2006, 2013, 2014, 2015, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6681","Mario und der Zauberer","Willkommen und Abschied",1,"2006, 2010, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6682","Mario und der Zauberer","Woyzeck",7,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"6683","Mario und der Zauberer","Wünschelrute",1,"2006, 2009, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6684","Mario und der Zauberer","Ziehende Landschaft",1,"2006, 2013, 2014, 2015, 2021, 2022, 2023, 2024, 2025, 2026","BW, HB, HE, HH, NI, NW, SN"
"6685","Masse-Mensch","Meine Emancipation",1,"2014, 2015, 2016, 2021, 2022, 2023","HB"
"6686","Masse-Mensch","Michael Kohlhaas",1,"2007, 2009, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2026","HB, HE, HH, SH, SN"
"6687","Masse-Mensch","Miss Sara Sampson",1,"2014, 2015, 2016, 2024, 2025, 2026","HB"
"6688","Masse-Mensch","Nach Mitternacht",1,"2014, 2015, 2016, 2026","HB"
"6689","Masse-Mensch","Nachts ist es leise in Teheran",1,"2014, 2015, 2016, 2023, 2024, 2025","HB"
"6690","Masse-Mensch","Peter Schlemihls wundersame Geschichte",1,"2014, 2015, 2016, 2017","HB"
"6691","Masse-Mensch","Seeschlacht",1,"2008, 2009, 2014, 2015, 2016","HB"
"6692","Masse-Mensch","Tauben fliegen auf",1,"2014, 2015, 2016, 2023, 2024, 2025","HB"
"6693","Masse-Mensch","Von morgens bis mitternachts",1,"2014, 2015, 2016","HB"
"6694","Masse-Mensch","Woyzeck",1,"2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","BB, BE, BW, HB, HE, HH, NI, NW, SH, SN"
"6695","Mathilde Möhring","Medea. Stimmen",1,"2006, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026","HE, HH, NI, SN"
"6696","Mathilde Möhring","Mein blaues Klavier",1,"2006, 2007, 2014","HH, NI"
"6697","Mathilde Möhring","Michael Kohlhaas",1,"2006, 2007, 2009, 2017, 2018, 2019, 2020, 2021, 2026","HB, HE, HH, NI, SH, SN"
"6698","Mathilde Möhring","Mondnacht",1,"2006, 2007, 2009","HH, NI"
"6699","Mathilde Möhring","Mutterliebe",1,"2006, 2007, 2011","HH, NI"
"6700","Mathilde Möhring","Nachtcafé",1,"2006, 2007","HH, NI"
"6701","Mathilde Möhring","Nathan der Weise",1,"2006, 2007, 2015, 2016, 2019, 2021, 2022, 2023","BB, BE, HH, NI, NW, SL"
"6702","Mathilde Möhring","Penthesilea",1,"2006, 2007, 2009","HH, NI"
"6703","Mathilde Möhring","Prinz Friedrich von Homburg",1,"2006, 2007, 2009, 2013, 2014, 2015, 2016, 2017, 2018","HE, HH, NI, NW"
"6704","Mathilde Möhring","Professor Unrat",1,"2006, 2007, 2008","HH, NI"
"6705","Mathilde Möhring","Prometheus",1,"2006, 2007","HH, NI"
"6706","Mathilde Möhring","Räuberbande",1,"2006, 2007, 2013, 2014","HH, NI"
"6707","Mathilde Möhring","Römische Elegien",1,"2006, 2007, 2012, 2021","HH, NI"
"6708","Mathilde Möhring","Schlechte Zeiten für Lyrik",2,"2006, 2007, 2013, 2014","HH, NI"
"6709","Mathilde Möhring","Sprachgitter",1,"2006, 2007","HH, NI"
"6710","Mathilde Möhring","Tauben im Gras",1,"2006, 2007, 2009, 2013, 2014, 2015","HH, NI, NW"
"6711","Mathilde Möhring","Tod in Venedig",1,"2006, 2007","HH, NI, SN"
"6712","Mathilde Möhring","Top Dogs",1,"2006, 2007","HH, NI"
"6713","Mathilde Möhring","Transit",1,"2006, 2007, 2021, 2022","HH, NI"
"6714","Mathilde Möhring","Under der linden",1,"2006, 2007, 2012","HH, NI"
"6715","Mathilde Möhring","Unter der Drachenwand",1,"2006, 2007, 2022, 2023, 2024, 2025","HH, NI, NW"
"6716","Mathilde Möhring","Verbrechen",1,"2006, 2007, 2017, 2018","HH, NI"
